business_id,date,score,type
67427,2014-01-31,,Reinspection/Followup
67466,2014-01-10,100,Routine - Unscheduled
67552,2014-01-23,94,Routine - Unscheduled
67558,2014-01-02,98,Routine - Unscheduled
67567,2014-01-13,94,Routine - Unscheduled
67676,2014-01-30,100,Routine - Unscheduled
67911,2014-01-27,,Reinspection/Followup
67917,2014-01-13,100,Routine - Unscheduled
67920,2014-01-08,86,Routine - Unscheduled
68148,2014-01-22,,Reinspection/Followup
68351,2014-01-10,,Reinspection/Followup
68407,2014-01-31,,Reinspection/Followup
68442,2014-01-24,92,Routine - Unscheduled
68442,2014-01-24,,Foodborne Illness Investigation
68454,2014-01-24,92,Routine - Unscheduled
68454,2014-01-28,,Non-inspection site visit
68508,2014-01-24,94,Routine - Unscheduled
68511,2014-01-27,,Non-inspection site visit
68511,2014-01-31,90,Routine - Unscheduled
68633,2014-01-07,,Non-inspection site visit
68672,2014-01-10,,Reinspection/Followup
68764,2014-01-30,96,Routine - Unscheduled
68766,2014-01-31,76,Routine - Unscheduled
68872,2014-01-08,92,Routine - Unscheduled
68895,2014-01-30,94,Routine - Unscheduled
68986,2014-01-03,94,Routine - Unscheduled
69172,2014-01-08,90,Routine - Unscheduled
69188,2014-01-28,94,Routine - Unscheduled
69195,2014-01-29,98,Routine - Unscheduled
69214,2014-01-17,98,Routine - Unscheduled
69237,2014-01-23,100,Routine - Unscheduled
69259,2014-01-31,94,Routine - Unscheduled
69317,2014-01-29,90,Routine - Unscheduled
69368,2014-01-27,93,Routine - Unscheduled
69387,2014-01-13,74,Routine - Unscheduled
69487,2014-01-27,98,Routine - Unscheduled
69512,2014-01-02,92,Routine - Unscheduled
69621,2014-01-24,88,Routine - Unscheduled
69621,2014-01-24,,Non-inspection site visit
69627,2014-01-27,98,Routine - Unscheduled
69752,2014-01-30,73,Routine - Unscheduled
69753,2014-01-29,98,Routine - Unscheduled
69769,2014-01-08,98,Routine - Unscheduled
69906,2014-01-08,,Routine - Unscheduled
69906,2014-01-23,,Reinspection/Followup
70017,2014-01-09,90,Routine - Unscheduled
70184,2014-01-13,,Complaint
70220,2014-01-21,,Complaint Reinspection/Followup
70225,2014-01-02,,Routine - Unscheduled
70434,2014-01-06,,New Construction
70434,2014-01-17,83,Routine - Unscheduled
70494,2014-01-09,,Complaint
70823,2014-01-23,96,Routine - Unscheduled
71131,2014-01-09,90,Routine - Unscheduled
71287,2014-01-29,100,Routine - Unscheduled
71356,2014-01-30,,Non-inspection site visit
71357,2014-01-07,98,Routine - Unscheduled
71385,2014-01-15,67,Routine - Unscheduled
71385,2014-01-23,,Reinspection/Followup
71471,2014-01-22,,New Ownership
71640,2014-01-31,100,Routine - Unscheduled
71640,2014-01-31,,New Ownership
71716,2014-01-29,88,Routine - Unscheduled
71716,2014-01-30,,Reinspection/Followup
71723,2014-01-10,96,Routine - Unscheduled
71723,2014-01-10,,Reinspection/Followup
71726,2014-01-31,100,Routine - Unscheduled
71980,2014-01-09,72,Routine - Unscheduled
71980,2014-01-22,,Reinspection/Followup
71994,2014-01-08,,Non-inspection site visit
72002,2014-01-08,,New Ownership
72020,2014-01-31,96,Routine - Unscheduled
72025,2014-01-28,94,Routine - Unscheduled
72031,2014-01-30,85,Routine - Unscheduled
72164,2014-01-31,78,Routine - Unscheduled
73949,2014-01-29,90,Routine - Unscheduled
73955,2014-01-31,88,Routine - Unscheduled
74149,2014-01-07,,Reinspection/Followup
74168,2014-01-17,,Non-inspection site visit
74283,2014-01-23,100,Routine - Unscheduled
74294,2014-01-29,98,Routine - Unscheduled
74399,2014-01-23,100,Routine - Unscheduled
74429,2014-01-23,,Reinspection/Followup
74429,2014-01-30,,Reinspection/Followup
74517,2014-01-23,98,Routine - Unscheduled
74563,2014-01-14,100,Routine - Unscheduled
74756,2014-01-14,,New Ownership
74761,2014-01-23,,New Construction
74761,2014-01-31,,New Construction
74761,2014-01-31,,New Construction
74794,2014-01-29,91,Routine - Unscheduled
74829,2014-01-06,,Non-inspection site visit
74854,2014-01-07,98,Routine - Unscheduled
74869,2014-01-16,87,Routine - Unscheduled
74922,2014-01-24,,Reinspection/Followup
74973,2014-01-07,96,Routine - Unscheduled
74973,2014-01-07,,New Ownership
75139,2014-01-24,82,Routine - Unscheduled
75139,2014-01-24,,Complaint
75300,2014-01-22,,New Ownership
75303,2014-01-06,,New Construction
75303,2014-01-22,,New Construction
75303,2014-01-22,,New Construction
75350,2014-01-22,90,Routine - Unscheduled
75399,2014-01-27,93,Routine - Unscheduled
75448,2014-01-08,,Complaint
75448,2014-01-27,,Complaint
75448,2014-01-30,,Complaint
75448,2014-01-31,,Complaint
75465,2014-01-24,,New Construction
75465,2014-01-30,,New Ownership
75636,2014-01-08,,New Ownership
75701,2014-01-15,94,Routine - Unscheduled
75739,2014-01-22,,New Construction
75740,2014-01-22,,New Construction
75850,2014-01-24,90,Routine - Unscheduled
75956,2014-01-17,,Complaint
76156,2014-01-14,,New Construction
76156,2014-01-16,,New Construction
76156,2014-01-21,,New Ownership
76353,2014-01-06,93,Routine - Unscheduled
76401,2014-01-14,,New Ownership
76401,2014-01-29,91,Routine - Unscheduled
76445,2014-01-14,73,Routine - Unscheduled
76445,2014-01-23,86,Routine - Unscheduled
76464,2014-01-22,,New Construction
76479,2014-01-06,,New Ownership
76526,2014-01-02,,Complaint
76526,2014-01-03,,Foodborne Illness Investigation
76543,2014-01-03,,New Construction
76543,2014-01-08,,New Construction
76543,2014-01-09,,New Construction
76543,2014-01-24,,New Ownership
76544,2014-01-14,86,Routine - Unscheduled
76544,2014-01-27,,Reinspection/Followup
76574,2014-01-14,,New Construction
76615,2014-01-15,88,Routine - Unscheduled
76677,2014-01-03,,New Construction
76677,2014-01-06,,New Construction
76685,2014-01-17,,New Construction
76725,2014-01-08,,New Ownership
76799,2014-01-14,,Non-inspection site visit
76817,2014-01-29,,New Construction
76826,2014-01-16,,Reinspection/Followup
76886,2014-01-29,,Reinspection/Followup
76896,2014-01-02,83,Routine - Unscheduled
76905,2014-01-14,,New Ownership
76905,2014-01-14,98,Routine - Unscheduled
76930,2014-01-08,,Routine - Unscheduled
76950,2014-01-15,70,Routine - Unscheduled
76960,2014-01-14,,New Ownership
76992,2014-01-14,,New Ownership
76992,2014-01-14,92,Routine - Unscheduled
77017,2014-01-22,94,Routine - Unscheduled
77017,2014-01-22,,New Ownership
77031,2014-01-09,,New Ownership
77045,2014-01-30,,New Ownership
77054,2014-01-02,,New Ownership
77054,2014-01-02,70,Routine - Unscheduled
77054,2014-01-03,,New Ownership
77054,2014-01-07,,Reinspection/Followup
77054,2014-01-28,,Reinspection/Followup
77065,2014-01-02,94,Routine - Unscheduled
77065,2014-01-02,,New Ownership
77080,2014-01-30,,New Ownership
77080,2014-01-31,,New Ownership
77095,2014-01-06,100,Routine - Unscheduled
77108,2014-01-13,88,Routine - Unscheduled
77108,2014-01-13,,New Ownership
77162,2014-01-30,92,Routine - Unscheduled
77168,2014-01-06,86,Routine - Unscheduled
77178,2014-01-30,,New Ownership
77213,2014-01-07,90,Routine - Unscheduled
77213,2014-01-07,,New Ownership
77427,2014-01-08,,New Ownership
77430,2014-01-15,,New Ownership
77432,2014-01-16,,New Ownership
77433,2014-01-02,,New Ownership
77433,2014-01-17,96,Routine - Unscheduled
77438,2014-01-15,,New Ownership
77438,2014-01-21,,New Ownership
77457,2014-01-09,,New Ownership
77484,2014-01-06,,New Construction
77484,2014-01-10,,New Construction
77484,2014-01-24,,Non-inspection site visit
77492,2014-01-28,92,Routine - Unscheduled
77515,2014-01-16,,New Construction
77519,2014-01-09,,New Ownership
77519,2014-01-09,,Reinspection/Followup
77519,2014-01-15,,Reinspection/Followup
77528,2014-01-16,,New Ownership
77532,2014-01-21,,New Ownership
77532,2014-01-23,,New Ownership
77537,2014-01-28,,Non-inspection site visit
77543,2014-01-24,,New Ownership
77546,2014-01-31,,New Ownership
77550,2014-01-29,,New Construction
77550,2014-01-29,,New Ownership
77550,2014-01-31,,New Construction
77558,2014-01-23,,New Ownership
77558,2014-01-27,,New Ownership
77580,2014-01-14,,Non-inspection site visit
77580,2014-01-24,,New Ownership
77623,2014-01-27,,New Ownership
77632,2014-01-30,,New Ownership
77645,2014-01-03,,Non-inspection site visit
77645,2014-01-31,,New Construction
77651,2014-01-31,,New Construction
77665,2014-01-27,,New Ownership
77665,2014-01-27,100,Routine - Unscheduled
77667,2014-01-30,,New Ownership
77669,2014-01-23,80,Routine - Unscheduled
77681,2014-01-21,81,Routine - Unscheduled
77681,2014-01-24,,Non-inspection site visit
77693,2014-01-22,89,Routine - Unscheduled
78472,2014-01-23,100,Routine - Unscheduled
66,2014-02-10,98,Routine - Unscheduled
88,2014-02-11,78,Routine - Unscheduled
121,2014-02-12,,Reinspection/Followup
178,2014-02-04,96,Routine - Unscheduled
231,2014-02-04,92,Routine - Unscheduled
240,2014-02-06,79,Routine - Unscheduled
268,2014-02-24,98,Routine - Unscheduled
302,2014-02-24,,Reinspection/Followup
318,2014-02-05,94,Routine - Unscheduled
443,2014-02-10,90,Routine - Unscheduled
470,2014-02-04,94,Routine - Unscheduled
475,2014-02-05,92,Routine - Unscheduled
485,2014-02-05,90,Routine - Unscheduled
507,2014-02-07,96,Routine - Unscheduled
538,2014-02-24,92,Routine - Unscheduled
542,2014-02-18,,Complaint
551,2014-02-26,,Reinspection/Followup
552,2014-02-10,87,Routine - Unscheduled
552,2014-02-20,,Reinspection/Followup
558,2014-02-11,96,Routine - Unscheduled
619,2014-02-11,88,Routine - Unscheduled
625,2014-02-07,96,Routine - Unscheduled
631,2014-02-03,96,Routine - Unscheduled
645,2014-02-10,98,Routine - Unscheduled
665,2014-02-13,88,Routine - Unscheduled
729,2014-02-13,81,Routine - Unscheduled
729,2014-02-13,,Complaint
729,2014-02-27,,Reinspection/Followup
741,2014-02-03,86,Routine - Unscheduled
792,2014-02-06,94,Routine - Unscheduled
798,2014-02-13,90,Routine - Unscheduled
824,2014-02-11,78,Routine - Unscheduled
854,2014-02-05,84,Routine - Unscheduled
876,2014-02-18,94,Routine - Unscheduled
886,2014-02-25,100,Routine - Unscheduled
903,2014-02-21,,Complaint
903,2014-02-21,75,Routine - Unscheduled
903,2014-02-25,,Complaint Reinspection/Followup
903,2014-02-25,,Reinspection/Followup
949,2014-02-11,100,Routine - Unscheduled
951,2014-02-06,,Reinspection/Followup
951,2014-02-07,,Reinspection/Followup
972,2014-02-12,81,Routine - Unscheduled
972,2014-02-13,,Reinspection/Followup
1102,2014-02-04,96,Routine - Unscheduled
1147,2014-02-06,100,Routine - Unscheduled
1216,2014-02-19,78,Routine - Unscheduled
1282,2014-02-06,100,Routine - Unscheduled
1318,2014-02-18,,Complaint Reinspection/Followup
1339,2014-02-26,91,Routine - Unscheduled
1344,2014-02-21,92,Routine - Unscheduled
1345,2014-02-04,90,Routine - Unscheduled
1351,2014-02-12,98,Routine - Unscheduled
1362,2014-02-12,100,Routine - Unscheduled
1381,2014-02-07,100,Routine - Unscheduled
1398,2014-02-05,83,Routine - Unscheduled
1399,2014-02-06,98,Routine - Unscheduled
1399,2014-02-11,,Reinspection/Followup
1427,2014-02-26,96,Routine - Unscheduled
1444,2014-02-05,92,Routine - Unscheduled
1452,2014-02-05,88,Routine - Unscheduled
1505,2014-02-06,92,Routine - Unscheduled
1509,2014-02-25,89,Routine - Unscheduled
1549,2014-02-06,,Reinspection/Followup
1566,2014-02-05,81,Routine - Unscheduled
1607,2014-02-04,94,Routine - Unscheduled
1623,2014-02-10,92,Routine - Unscheduled
1626,2014-02-11,,Reinspection/Followup
1631,2014-02-04,88,Routine - Unscheduled
1631,2014-02-18,,Reinspection/Followup
1674,2014-02-05,80,Routine - Unscheduled
1674,2014-02-05,,Complaint
1674,2014-02-19,,Reinspection/Followup
1700,2014-02-18,90,Routine - Unscheduled
1703,2014-02-03,96,Routine - Unscheduled
1712,2014-02-12,,Reinspection/Followup
1798,2014-02-24,98,Routine - Unscheduled
1831,2014-02-19,81,Routine - Unscheduled
1831,2014-02-28,,Reinspection/Followup
1833,2014-02-06,65,Routine - Unscheduled
1833,2014-02-07,,Reinspection/Followup
1852,2014-02-20,98,Routine - Unscheduled
1866,2014-02-26,94,Routine - Unscheduled
1867,2014-02-10,94,Routine - Unscheduled
1896,2014-02-11,100,Routine - Unscheduled
1922,2014-02-04,92,Routine - Unscheduled
1926,2014-02-18,92,Routine - Unscheduled
1954,2014-02-24,90,Routine - Unscheduled
1959,2014-02-19,,Reinspection/Followup
1963,2014-02-04,82,Routine - Unscheduled
1977,2014-02-03,,Complaint
1977,2014-02-04,,Complaint Reinspection/Followup
1989,2014-02-03,,Reinspection/Followup
2007,2014-02-14,94,Routine - Unscheduled
2016,2014-02-03,96,Routine - Unscheduled
2017,2014-02-27,92,Routine - Unscheduled
2027,2014-02-27,89,Routine - Unscheduled
2031,2014-02-26,92,Routine - Unscheduled
2032,2014-02-26,90,Routine - Unscheduled
2047,2014-02-05,,Reinspection/Followup
2047,2014-02-05,98,Routine - Unscheduled
2054,2014-02-12,87,Routine - Unscheduled
2054,2014-02-12,,Reinspection/Followup
2054,2014-02-14,,Reinspection/Followup
2061,2014-02-27,92,Routine - Unscheduled
2094,2014-02-12,96,Routine - Unscheduled
2132,2014-02-21,96,Routine - Unscheduled
2134,2014-02-03,89,Routine - Unscheduled
2134,2014-02-19,,Reinspection/Followup
2168,2014-02-07,94,Routine - Unscheduled
2193,2014-02-18,86,Routine - Unscheduled
2216,2014-02-11,,Reinspection/Followup
2218,2014-02-26,100,Routine - Unscheduled
2240,2014-02-10,80,Routine - Unscheduled
2240,2014-02-20,,Reinspection/Followup
2252,2014-02-07,,Reinspection/Followup
2299,2014-02-27,98,Routine - Unscheduled
2331,2014-02-27,78,Routine - Unscheduled
2334,2014-02-04,81,Routine - Unscheduled
2358,2014-02-03,90,Routine - Unscheduled
2358,2014-02-13,,Reinspection/Followup
2369,2014-02-05,94,Routine - Unscheduled
2437,2014-02-05,88,Routine - Unscheduled
2507,2014-02-13,96,Routine - Unscheduled
2519,2014-02-05,94,Routine - Unscheduled
2615,2014-02-26,70,Routine - Unscheduled
2615,2014-02-28,,Reinspection/Followup
2632,2014-02-06,88,Routine - Unscheduled
2645,2014-02-14,,Reinspection/Followup
2648,2014-02-04,92,Routine - Unscheduled
2690,2014-02-03,92,Routine - Unscheduled
2714,2014-02-24,98,Routine - Unscheduled
2721,2014-02-04,,Reinspection/Followup
2797,2014-02-04,93,Routine - Unscheduled
2799,2014-02-20,90,Routine - Unscheduled
2805,2014-02-11,96,Routine - Unscheduled
2808,2014-02-19,,Reinspection/Followup
2829,2014-02-18,92,Routine - Unscheduled
2863,2014-02-20,89,Routine - Unscheduled
2866,2014-02-10,96,Routine - Unscheduled
2869,2014-02-25,,New Construction
2870,2014-02-20,80,Routine - Unscheduled
2870,2014-02-28,,Reinspection/Followup
2884,2014-02-28,100,Routine - Unscheduled
2885,2014-02-05,,Reinspection/Followup
2899,2014-02-05,,Reinspection/Followup
2941,2014-02-11,80,Routine - Unscheduled
2945,2014-02-28,,Reinspection/Followup
2945,2014-02-28,73,Routine - Unscheduled
2951,2014-02-06,94,Routine - Unscheduled
2951,2014-02-26,,Complaint
2971,2014-02-18,100,Routine - Unscheduled
2996,2014-02-05,,Reinspection/Followup
3021,2014-02-05,70,Routine - Unscheduled
3021,2014-02-19,,Reinspection/Followup
3025,2014-02-04,84,Routine - Unscheduled
3025,2014-02-11,,Reinspection/Followup
3029,2014-02-18,94,Routine - Unscheduled
3084,2014-02-12,84,Routine - Unscheduled
3116,2014-02-07,,Reinspection/Followup
3121,2014-02-10,80,Routine - Unscheduled
3121,2014-02-25,,Reinspection/Followup
3133,2014-02-28,88,Routine - Unscheduled
3134,2014-02-11,96,Routine - Unscheduled
3155,2014-02-11,92,Routine - Unscheduled
3155,2014-02-20,,Reinspection/Followup
3156,2014-02-19,82,Routine - Unscheduled
3165,2014-02-19,94,Routine - Unscheduled
3174,2014-02-12,73,Routine - Unscheduled
3174,2014-02-27,,Reinspection/Followup
3183,2014-02-25,77,Routine - Unscheduled
3190,2014-02-03,,Reinspection/Followup
3190,2014-02-04,,Reinspection/Followup
3210,2014-02-26,98,Routine - Unscheduled
3229,2014-02-12,70,Routine - Unscheduled
3252,2014-02-14,84,Routine - Unscheduled
3252,2014-02-21,,Reinspection/Followup
3262,2014-02-10,,Reinspection/Followup
3285,2014-02-21,,Reinspection/Followup
3299,2014-02-05,94,Routine - Unscheduled
3309,2014-02-05,,Reinspection/Followup
3365,2014-02-12,,Reinspection/Followup
3365,2014-02-12,94,Routine - Unscheduled
3365,2014-02-26,,Reinspection/Followup
3392,2014-02-10,100,Routine - Unscheduled
3437,2014-02-06,91,Routine - Unscheduled
3481,2014-02-05,72,Routine - Unscheduled
3481,2014-02-06,,Reinspection/Followup
3485,2014-02-06,94,Routine - Unscheduled
3525,2014-02-14,,Reinspection/Followup
3525,2014-02-14,98,Routine - Unscheduled
3536,2014-02-14,76,Routine - Unscheduled
3561,2014-02-28,85,Routine - Unscheduled
3586,2014-02-10,94,Routine - Unscheduled
3623,2014-02-13,,Reinspection/Followup
3633,2014-02-26,,Complaint
3633,2014-02-26,96,Routine - Unscheduled
3665,2014-02-25,100,Routine - Unscheduled
3676,2014-02-11,81,Routine - Unscheduled
3757,2014-02-25,96,Routine - Unscheduled
3861,2014-02-18,98,Routine - Unscheduled
3871,2014-02-26,91,Routine - Unscheduled
3871,2014-02-27,,Reinspection/Followup
3899,2014-02-14,78,Routine - Unscheduled
3951,2014-02-13,88,Routine - Unscheduled
3953,2014-02-13,75,Routine - Unscheduled
3953,2014-02-14,,Reinspection/Followup
3953,2014-02-25,,Reinspection/Followup
4085,2014-02-05,96,Routine - Unscheduled
4412,2014-02-14,96,Routine - Unscheduled
4425,2014-02-26,,New Construction
4425,2014-02-28,,New Construction
4447,2014-02-06,,Reinspection/Followup
4449,2014-02-04,,Reinspection/Followup
4475,2014-02-06,100,Routine - Unscheduled
4512,2014-02-06,100,Routine - Unscheduled
4584,2014-02-14,100,Routine - Unscheduled
4610,2014-02-11,86,Routine - Unscheduled
4620,2014-02-12,88,Routine - Unscheduled
4620,2014-02-19,,Reinspection/Followup
4627,2014-02-13,96,Routine - Unscheduled
4634,2014-02-18,96,Routine - Unscheduled
4643,2014-02-07,,Complaint
4650,2014-02-19,98,Routine - Unscheduled
4654,2014-02-24,,Complaint
4654,2014-02-24,94,Routine - Unscheduled
4656,2014-02-13,86,Routine - Unscheduled
4667,2014-02-04,100,Routine - Unscheduled
4670,2014-02-20,,Complaint
4683,2014-02-06,,Complaint
4683,2014-02-07,,Complaint
4702,2014-02-06,100,Routine - Unscheduled
4706,2014-02-14,96,Routine - Unscheduled
4718,2014-02-28,94,Routine - Unscheduled
4754,2014-02-05,98,Routine - Unscheduled
4780,2014-02-19,90,Routine - Unscheduled
4797,2014-02-06,,Complaint
4819,2014-02-07,98,Routine - Unscheduled
4874,2014-02-10,98,Routine - Unscheduled
4884,2014-02-25,93,Routine - Unscheduled
4892,2014-02-27,100,Routine - Unscheduled
4944,2014-02-21,89,Routine - Unscheduled
4944,2014-02-22,,Reinspection/Followup
4952,2014-02-03,100,Routine - Unscheduled
4978,2014-02-04,94,Routine - Unscheduled
5033,2014-02-26,92,Routine - Unscheduled
5077,2014-02-12,96,Routine - Unscheduled
5083,2014-02-28,96,Routine - Unscheduled
5084,2014-02-28,96,Routine - Unscheduled
5124,2014-02-25,87,Routine - Unscheduled
5150,2014-02-06,98,Routine - Unscheduled
5256,2014-02-06,,Routine - Unscheduled
5258,2014-02-20,,Routine - Unscheduled
5258,2014-02-28,,Reinspection/Followup
5278,2014-02-24,92,Routine - Unscheduled
5437,2014-02-06,98,Routine - Unscheduled
5913,2014-02-28,88,Routine - Unscheduled
5927,2014-02-19,100,Routine - Unscheduled
5938,2014-02-26,98,Routine - Unscheduled
5940,2014-02-18,94,Routine - Unscheduled
5946,2014-02-13,98,Routine - Unscheduled
5961,2014-02-19,98,Routine - Unscheduled
5962,2014-02-19,98,Routine - Unscheduled
5966,2014-02-24,96,Routine - Unscheduled
6636,2014-02-24,,New Construction
6654,2014-02-04,85,Routine - Unscheduled
6686,2014-02-21,,Reinspection/Followup
6768,2014-02-18,,Reinspection/Followup
6800,2014-02-26,90,Routine - Unscheduled
7243,2014-02-05,,Non-inspection site visit
7361,2014-02-04,78,Routine - Unscheduled
7361,2014-02-06,,Reinspection/Followup
7457,2014-02-20,98,Routine - Unscheduled
7475,2014-02-19,98,Routine - Unscheduled
7489,2014-02-26,,Complaint
7495,2014-02-11,100,Routine - Unscheduled
7503,2014-02-25,100,Routine - Unscheduled
7512,2014-02-12,,Reinspection/Followup
7541,2014-02-25,100,Routine - Unscheduled
7571,2014-02-28,96,Routine - Unscheduled
7618,2014-02-12,,Reinspection/Followup
7745,2014-02-05,100,Routine - Unscheduled
7748,2014-02-25,96,Routine - Unscheduled
8821,2014-02-19,84,Routine - Unscheduled
9165,2014-02-21,94,Routine - Unscheduled
9273,2014-02-06,82,Routine - Unscheduled
9310,2014-02-04,,Reinspection/Followup
9599,2014-02-27,92,Routine - Unscheduled
9679,2014-02-04,,Reinspection/Followup
10170,2014-02-10,,Reinspection/Followup
10376,2014-02-03,94,Routine - Unscheduled
10875,2014-02-06,70,Routine - Unscheduled
10875,2014-02-13,,Reinspection/Followup
11079,2014-02-07,98,Routine - Unscheduled
11416,2014-02-12,,Reinspection/Followup
11568,2014-02-05,96,Routine - Unscheduled
11568,2014-02-05,,Reinspection/Followup
12344,2014-02-18,94,Routine - Unscheduled
12788,2014-02-14,,Routine - Unscheduled
13426,2014-02-26,90,Routine - Unscheduled
13427,2014-02-21,96,Routine - Unscheduled
13427,2014-02-24,,Reinspection/Followup
13965,2014-02-04,98,Routine - Unscheduled
15184,2014-02-13,86,Routine - Unscheduled
18102,2014-02-05,96,Routine - Unscheduled
18126,2014-02-26,92,Routine - Unscheduled
18403,2014-02-05,96,Routine - Unscheduled
18921,2014-02-26,84,Routine - Unscheduled
18921,2014-02-26,,Complaint
19055,2014-02-27,84,Routine - Unscheduled
19055,2014-02-27,,Non-inspection site visit
19056,2014-02-27,96,Routine - Unscheduled
19057,2014-02-27,96,Routine - Unscheduled
19058,2014-02-27,94,Routine - Unscheduled
19138,2014-02-10,94,Routine - Unscheduled
19150,2014-02-21,,Routine - Unscheduled
19277,2014-02-12,,Reinspection/Followup
20327,2014-02-11,,Reinspection/Followup
20924,2014-02-21,92,Routine - Unscheduled
21909,2014-02-06,90,Routine - Unscheduled
24023,2014-02-07,93,Routine - Unscheduled
24024,2014-02-07,96,Routine - Unscheduled
24025,2014-02-07,93,Routine - Unscheduled
24534,2014-02-11,96,Routine - Unscheduled
25151,2014-02-21,98,Routine - Unscheduled
25153,2014-02-21,100,Routine - Unscheduled
25160,2014-02-21,98,Routine - Unscheduled
25161,2014-02-21,93,Routine - Unscheduled
25162,2014-02-21,96,Routine - Unscheduled
25163,2014-02-21,98,Routine - Unscheduled
25572,2014-02-27,,Reinspection/Followup
26340,2014-02-27,72,Routine - Unscheduled
26340,2014-02-27,,Complaint
27821,2014-02-07,92,Routine - Unscheduled
27821,2014-02-21,,Reinspection/Followup
27851,2014-02-06,96,Routine - Unscheduled
27949,2014-02-06,90,Routine - Unscheduled
28318,2014-02-05,90,Routine - Unscheduled
28468,2014-02-06,96,Routine - Unscheduled
29429,2014-02-27,87,Routine - Unscheduled
29956,2014-02-19,90,Routine - Unscheduled
30156,2014-02-27,96,Routine - Unscheduled
32835,2014-02-04,,Reinspection/Followup
32887,2014-02-11,90,Routine - Unscheduled
32887,2014-02-26,,Reinspection/Followup
32992,2014-02-05,,Reinspection/Followup
33145,2014-02-26,90,Routine - Unscheduled
33190,2014-02-14,,Reinspection/Followup
33190,2014-02-14,93,Routine - Unscheduled
33315,2014-02-03,100,Routine - Unscheduled
33851,2014-02-11,90,Routine - Unscheduled
33911,2014-02-07,,Complaint
33916,2014-02-12,94,Routine - Unscheduled
34046,2014-02-11,100,Routine - Unscheduled
34126,2014-02-18,88,Routine - Unscheduled
34144,2014-02-18,89,Routine - Unscheduled
34186,2014-02-25,98,Routine - Unscheduled
34244,2014-02-13,100,Routine - Unscheduled
34423,2014-02-28,100,Routine - Unscheduled
34676,2014-02-19,,Reinspection/Followup
34710,2014-02-04,,Non-inspection site visit
34746,2014-02-24,,Reinspection/Followup
34814,2014-02-12,,Reinspection/Followup
35317,2014-02-25,90,Routine - Unscheduled
35447,2014-02-10,,Reinspection/Followup
35659,2014-02-10,87,Routine - Unscheduled
35659,2014-02-20,,Reinspection/Followup
35660,2014-02-04,91,Routine - Unscheduled
35660,2014-02-05,,Reinspection/Followup
35828,2014-02-04,90,Routine - Unscheduled
36001,2014-02-26,91,Routine - Unscheduled
36205,2014-02-28,100,Routine - Unscheduled
36208,2014-02-21,96,Routine - Unscheduled
36274,2014-02-14,,Non-inspection site visit
36451,2014-02-05,92,Routine - Unscheduled
36452,2014-02-04,92,Routine - Unscheduled
36473,2014-02-11,98,Routine - Unscheduled
36474,2014-02-27,92,Routine - Unscheduled
36570,2014-02-13,96,Routine - Unscheduled
36602,2014-02-26,100,Routine - Unscheduled
36673,2014-02-25,,Reinspection/Followup
36687,2014-02-05,,Complaint
36687,2014-02-05,100,Routine - Unscheduled
36745,2014-02-19,77,Routine - Unscheduled
36745,2014-02-28,,Reinspection/Followup
36875,2014-02-19,84,Routine - Unscheduled
36876,2014-02-27,,New Construction
37090,2014-02-28,,Reinspection/Followup
37390,2014-02-06,94,Routine - Unscheduled
37633,2014-02-19,94,Routine - Unscheduled
37818,2014-02-18,85,Routine - Unscheduled
37818,2014-02-21,,Reinspection/Followup
37820,2014-02-03,100,Routine - Unscheduled
37882,2014-02-13,64,Routine - Unscheduled
37882,2014-02-25,,Reinspection/Followup
38139,2014-02-26,100,Routine - Unscheduled
38179,2014-02-19,96,Routine - Unscheduled
38231,2014-02-06,92,Routine - Unscheduled
38306,2014-02-18,96,Routine - Unscheduled
38427,2014-02-13,82,Routine - Unscheduled
38485,2014-02-05,,Reinspection/Followup
39169,2014-02-06,98,Routine - Unscheduled
39615,2014-02-05,96,Routine - Unscheduled
39665,2014-02-05,94,Routine - Unscheduled
39706,2014-02-19,100,Routine - Unscheduled
39980,2014-02-10,96,Routine - Unscheduled
40216,2014-02-26,86,Routine - Unscheduled
57623,2014-02-26,91,Routine - Unscheduled
58610,2014-02-03,,Non-inspection site visit
58610,2014-02-27,85,Routine - Unscheduled
58659,2014-02-28,,Reinspection/Followup
58659,2014-02-28,76,Routine - Unscheduled
59002,2014-02-11,,Reinspection/Followup
59009,2014-02-12,,Reinspection/Followup
59044,2014-02-25,85,Routine - Unscheduled
59154,2014-02-27,90,Routine - Unscheduled
59179,2014-02-06,89,Routine - Unscheduled
59179,2014-02-13,,Reinspection/Followup
59251,2014-02-06,,Reinspection/Followup
59372,2014-02-06,100,Routine - Unscheduled
59374,2014-02-19,96,Routine - Unscheduled
59651,2014-02-03,88,Routine - Unscheduled
59691,2014-02-19,73,Routine - Unscheduled
59691,2014-02-20,,Reinspection/Followup
59828,2014-02-04,,Reinspection/Followup
59833,2014-02-04,86,Routine - Unscheduled
59833,2014-02-18,,Reinspection/Followup
59949,2014-02-07,91,Routine - Unscheduled
60115,2014-02-04,,Reinspection/Followup
60208,2014-02-24,100,Routine - Unscheduled
60210,2014-02-03,98,Routine - Unscheduled
60334,2014-02-13,87,Routine - Unscheduled
60334,2014-02-20,,Reinspection/Followup
60349,2014-02-26,100,Routine - Unscheduled
60354,2014-02-03,,Reinspection/Followup
60473,2014-02-06,96,Routine - Unscheduled
60554,2014-02-06,98,Routine - Unscheduled
